Nashville Starz Dance Spectacular,Amateur 2-Dance Pre-Novice A Int'l Ballroom (W,T),Standard,5
Nashville Starz Dance Spectacular,Amateur 2-Dance Pre-Novice S1 Int'l Ballroom (W,T),Standard,5
Nashville Starz Dance Spectacular,Amateur 2-Dance Pre-Novice S2 Int'l Ballroom (W,T),Standard,5
Nashville Starz Dance Spectacular,Dancesport Series Championships  Open B Int'l Ballroom Championship (W,T,VW,F,Q),Standard,20
Nashville Starz Dance Spectacular,Dancesport Series Championships  Open B Int'l Latin Championship (CC,S,R,PD,J),Latin,20
Nashville Starz Dance Spectacular,Dancesport Series Championships  Open C Amer. Rhythm Championship (CC,R,SW,B,M),Rhythm,20
Nashville Starz Dance Spectacular,Dancesport Series Championships  Open C Amer. Smooth Championship (W,T,F,VW),Smooth,20
Nashville Starz Dance Spectacular,Dancesport Series Championships  Open C Int'l Ballroom Championship (W,T,VW,F,Q),Standard,20
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships A Amer. Rhythm (CC,R,SW,B,M),Rhythm,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships A Amer. Smooth (W,T,F,VW),Smooth,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships B Amer. Rhythm (CC,R,SW,B,M),Rhythm,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships B Amer. Smooth (W,T,F,VW),Smooth,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships B Int'l Ballroom (W,T,VW,F,Q),Standard,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships B Int'l Latin (CC,S,R,PD,J),Latin,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships C Amer. Rhythm (CC,R,SW,B,M),Rhythm,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships C Amer. Smooth (W,T,F,VW),Smooth,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships C Int'l Ballroom (W,T,VW,F,Q),Standard,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships C Int'l Latin (CC,S,R,PD,J),Latin,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships SR Amer. Rhythm (CC,R,SW,B,M),Rhythm,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships SR Amer. Smooth (W,T,F,VW),Smooth,25
Nashville Starz Dance Spectacular,Open Pro-Am Scholarships SR Int'l Ballroom (W,T,VW,F,Q),Standard,25
Nashville Starz Dance Spectacular,Pro-Am 2-Dance Championships  B Nightclub Championship (SA,ME),Nightclub,20
Nashville Starz Dance Spectacular,Pro-Am 2-Dance Championships  C Nightclub Championship (SA,ME),Nightclub,20
Nashville Starz Dance Spectacular,Pro-Am 2-Dance Championships  SR Nightclub Championship (SA,ME),Nightclub,20
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze A Int'l Ballroom Championship (W,T,Q),Standard,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze A Int'l Latin Championship (CC,S,R),Latin,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze B Amer. Smooth Championship (W,T,F),Smooth,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze B Int'l Latin Championship (CC,S,R),Latin,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze C Amer. Smooth Championship (W,T,F),Smooth,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze C Int'l Latin Championship (CC,S,R),Latin,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze C1 Amer. Smooth Championship (W,T,F),Smooth,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze C1 Int'l Latin Championship (CC,S,R),Latin,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze C2 Amer. Smooth Championship (W,T,F),Smooth,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze D Amer. Smooth Championship (W,T,F),Smooth,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze P2 AM/AM Amer. Rhythm Championship (CC,R,SW),Rhythm,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze P2 Amer. Smooth Championship (W,T,F),Smooth,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze P2 Int'l Latin Championship (CC,S,R),Latin,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Closed Bronze TB Int'l Ballroom Championship (W,T,Q),Standard,10
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze A Amer. Rhythm Championship (CC,R,SW),Rhythm,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze A Amer. Smooth Championship (W,T,F),Smooth,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze B Amer. Rhythm Championship (CC,R,SW),Rhythm,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze B Amer. Smooth Championship (W,T,F),Smooth,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze B Int'l Ballroom Championship (W,T,Q),Standard,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze C Amer. Rhythm Championship (CC,R,SW),Rhythm,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze C Int'l Ballroom Championship (W,T,Q),Standard,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze C1 Amer. Rhythm Championship (CC,R,SW),Rhythm,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze C1 Amer. Smooth Championship (W,T,F),Smooth,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze C1 Int'l Ballroom Championship (W,T,Q),Standard,15
Nashville Starz Dance Spectacular,Pro-Am 3-Dance Championships  Open Bronze D Amer. Rhythm Championship (CC,R,SW),Rhythm,15
Nashville Starz Dance Spectacular,Pro-Am 4-Dance Championships  Open Gold B Amer. Smooth Championship (W,T,F,VW),Smooth,25
Nashville Starz Dance Spectacular,Pro-Am 4-Dance Championships  Open Gold C Amer. Smooth Championship (W,T,F,VW),Smooth,25
Nashville Starz Dance Spectacular,Pro-Am 4-Dance Championships  Open Gold C1 Amer. Smooth Championship (W,T,F,VW),Smooth,25
Nashville Starz Dance Spectacular,Pro-Am 4-Dance Championships  Open Gold D Amer. Smooth Championship (W,T,F,VW),Smooth,25
Nashville Starz Dance Spectacular,Pro-Am 4-Dance Championships  Open Silver B Amer. Smooth Championship (W,T,F,VW),Smooth,20
Nashville Starz Dance Spectacular,Pro-Am 4-Dance Championships  Open Silver C Amer. Smooth Championship (W,T,F,VW),Smooth,20
Nashville Starz Dance Spectacular,Pro-Am 4-Dance Championships  Open Silver C1 Int'l Latin Championship (CC,S,R,J),Latin,20
Nashville Starz Dance Spectacular,Pro-Am 5-Dance Championships  Open Gold B Int'l Latin Championship (CC,S,R,PD,J),Latin,25
Nashville Starz Dance Spectacular,Pro-Am Int'l 10-Dance Open SR Int'l Ballroom (W,T,VW,F,Q),Standard,20
Nashville Starz Dance Spectacular,Pro-Am Int'l 10-Dance Open SR Int'l Latin (CC,S,R,PD,J),Latin,20
Nashville Starz Dance Spectacular,Pro-Am Int'l 6-Dance Open C Int'l Ballroom (W,T,Q),Standard,20
Nashville Starz Dance Spectacular,Pro-Am Int'l 6-Dance Open C Int'l Latin (CC,S,R),Latin,20
Nashville Starz Dance Spectacular,Pro-Am Int'l 6-Dance Open SR Int'l Ballroom (W,T,Q),Standard,20
Nashville Starz Dance Spectacular,Pro-Am Int'l 6-Dance Open SR Int'l Latin (CC,S,R),Latin,20
